,episode,writers,airdate,US viewers in Milln,season,month,title,director,Rating,number_of_reviews,scene,location
0,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,1, central perk
1,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,2, monica's apartment
2,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,3, the subway
3,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,4, ross's apartment
4,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,5, a restaurant
5,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,6, monica's apartment
6,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,7, ross's apartment; ross is pacing while joey and chandler are working on some more furniture.
7,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,8, a restaurant
8,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,9, monica's apartment
9,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,10, ross's apartment
10,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,11, monica's apartment
11,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,12, iridium
12,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,13, central perk
13,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,14, monica and rachel's
14,1,David Crane & Marta Kauffman,1994-09-22,21.5,1,9, The One Where Monica Gets a Roommate ,James Burrows ,8.3,6579,15, central perk
15,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,1, central perk
16,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,2, museum of prehistoric history
17,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,3, monica and rachel's
18,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,4,
19,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,5, central park
20,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,6, carol's ob/gyn
21,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,7, barry's office
22,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,8, carol's ob/gyn
23,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,9, barry's office
24,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,10, carol's ob/gyn
25,2,David Crane & Marta Kauffman,1994-09-29,20.2,1,9, The One with the Sonogram at the End ,James Burrows ,8.1,4953,11, monica and rachel's apartment
26,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,1, central perk
27,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,2, chandler and joey's
28,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,3,
29,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,4, iridium
30,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,5, monica and rachel's
31,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,6, central perk
32,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,7, a street
33,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,8, chandler's office
34,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,9, a street
35,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,10, central perk
36,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,11, iridium
37,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,12, cental perk
38,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,13, monica and rachel's
39,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,14, a restaurant
40,3,Jeffrey Astrof & Mike Sikowitz,1994-10-06,19.5,1,10, The One with the Thumb ,James Burrows ,8.2,4667,15, monica and rachel's
41,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,1, central perk
42,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,2, central perk
43,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,3, a street
44,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,4, central perk
45,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,5, monica and rachel's
46,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,6, madison square garden 
47,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,7, monica and rachel's
48,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,8, madison square garden 
49,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,9, an emergency room
50,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,10, monica and rachel's
51,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,11, the emergency room
52,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,12, monica and rachel's
53,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,13, the emergency room
54,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,14, monica and rachel's
55,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,15, the emergency room
56,4,Alexa Junge,1994-10-13,19.7,1,10, The One with George Stephanopoulos ,James Burrows ,8.1,4524,16, monica and rachel's
57,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,1, central perk
58,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,2, central perk
59,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,3, monica and rachel's apartment
60,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,4, ross' apartment
61,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,5, a fancy restaurant
62,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,6, central perk
63,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,7, the launderama
64,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,8, fancy restaurant
65,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,9, fancy restaurant
66,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,10, the ladies' bathroom at the restaurant
67,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,11, central perk
68,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,12, the laundromat.
69,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,13, the fancy restaurant
70,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,14, central perk
71,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,15, the launderama. rachel is sorting her now-pink clothes.
72,5,Jeff Greenstein & Jeff Strauss,1994-10-20,18.6,1,10, The One with the East German Laundry Detergent ,Pamela Fryman ,8.5,4498,16, central perk
73,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,1, a theater
74,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,2, the theater
75,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,3, central perk
76,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,4, monica and rachel's
77,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,5, monica and rachel's
78,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,6, a film set
79,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,7, chandler and joey's
80,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,8, monica and rachel's
81,6,Adam Chase & Ira Ungerleider,1994-10-27,18.2,1,10, The One with the Butt ,Arlene Sanford ,8.1,4326,9, monica's bedroom
82,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,1, central perk
83,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,2, the atm vestibule of a bank
84,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,3, monica and rachel's
85,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,4, atm vestibule
86,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,5, monica's apartment
87,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,6, atm vestibule.
88,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,7, monica and rachel's
89,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,8, monica and rachel's
90,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,9, atm vestibule.
91,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,10, monica's apartment
92,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,11, monica and rachel's balcony
93,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,12, monica and rachel's
94,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,13, atm vestibule.
95,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,14, the hallway of monica's building. phoebe and rachel are trying to find the cat's owner.
96,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,15, rachel has gone off on her own to look for the cat's owner.
97,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,16, monica and rachel's
98,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,17, atm vestibule.
99,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,18, monica and rachel's
100,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,19, atm vestibule
101,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,20, monica and rachel's
102,7,Jeffrey Astrof & Mike Sikowitz,1994-11-03,23.5,1,11, The One with the Blackout ,James Burrows ,9.0,5544,21, atm vestibule
103,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,1, chandler's office
104,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,2, central perk
105,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,3, nana's house
106,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,4, monica and rachel's
107,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,5, chandler's office
108,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,6, nana's bedroom
109,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,7, monica and rachel's
110,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,8, the cemetary
111,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,9, the wake
112,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,10, central perk
113,8,Marta Kauffman & David Crane,1994-11-10,21.1,1,11, The One Where Nana Dies Twice ,James Burrows ,8.1,4214,11, chandler's office
114,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,1, central perk
115,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,2, central perk
116,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,3, carol and susan's apartment
117,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,4, monica and rachel's
118,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,5, the subway
119,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,6, central perk
120,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,7, monica and rachel's
121,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,8, monica and rachel's
122,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,9, carol and susan's
123,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,10, monica and rachel's
124,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,11, carol and susan's
125,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,12, the hallway
126,9,Jeff Greenstein & Jeff Strauss,1994-11-17,23.1,1,11, The One Where Underdog Gets Away ,James Burrows ,8.2,4091,13, the subway
127,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,1, monica and rachel's
128,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,2, central perk
129,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,3, monica and rachel's
130,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,4, max and david's lab
131,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,5, central perk
132,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,6, max and david's lab
133,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,7, monica and rachel's
134,10,Adam Chase & Ira Ungerleider,1994-12-15,19.9,1,12, The One with the Monkey ,Peter Bonerz ,8.1,4121,8, monica and rachel's
135,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,1, a street monica and phoebe are walking to a newsstand.
136,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,2, hospital
137,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,3, monica and rachel's
138,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,4, the hospital
139,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,5, a mexican restaurant
140,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,6, chandler and joey's
141,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,7, hospital. phoebe is there stroking coma guy's hair
142,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,8, chandler and joey's
143,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,9, central perk
144,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,10, the coma guy's room
145,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,11, chandler and joey's chandler is talking with his mom.
146,11,Alexa Junge,1995-01-05,26.6,1,1, The One with Mrs. Bing ,James Burrows ,8.2,4049,12, monica and rachel's
147,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,1, central perk
148,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,2, monica and rachel's
149,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,3, the hallway
150,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,4, carol and susan's
151,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,5, chandler and joey's
152,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,6, phoebe's massage parlor
153,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,7, central perk
154,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,8, central perk
155,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,9, the table store
156,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,10, monica and rachel's
157,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,11, chandler and joey's
158,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,12, monica and rachel's
159,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,13, chandler and joey's
160,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,14, monica and rachel's balcony
161,12,Jeffrey Astrof & Mike Sikowitz & Adam Chase & Ira Ungerleider,1995-01-12,24.0,1,1, The One with the Dozen Lasagnas ,Paul Lazarus ,8.2,3978,15, chandler and joey's
162,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,1, monica and rachel's
163,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,2, central perk
164,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,3, chandler and joey's
165,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,4, monica and rachel's
166,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,5, the hallway
167,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,6, chandler and joey's
168,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,7, chandler and joey's
169,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,8, monica and rachel's
170,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,9, central perk
171,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,10, chandler and joey's apartment
172,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,11, central perk. phoebe is there with roger.
173,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,12, monica and rachel's
174,13,Alexa Junge,1995-01-19,25.8,1,1, The One with the Boobies ,Alan Myerson ,8.7,4225,13, monica and rachel's. phoebe is reading the paper and joey enters.
175,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,1, central perk
176,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,2, central perk
177,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,3, a restaurant
178,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,4, the bathroom at the restaurant
179,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,5, monica and rachel's
180,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,6, the restaurant
181,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,7, chandler's bedroom
182,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,8, the hallway
183,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,9, a chinese restaurant
184,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,10, monica and rachel's
185,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,11, central perk
186,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,12, the chinese restaurant.
187,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,13, monica and rachel's
188,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,14, central perk.
189,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,15, the chinese restaurant
190,14,Bill Lawrence,1995-02-09,23.8,1,2, The One with the Candy Hearts ,James Burrows ,8.3,3919,16, monica and rachel's
