,episode,writers,airdate,US viewers in Milln,season,month,title,director,Rating,number_of_reviews,scene,location
385,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,5, monica and rachel's apartment. monica and phoebe are there. monica is suggesting mockolate recipes to phoebe.
386,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,6, chandler and joey's apartment. ross is up in arms about the rachel/julie situation.
387,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,7, monica and rachel's apartment. monica has made food for phoebe and rachel to taste.
388,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,8, chandler and joey's apartment. chandler is on the phone with a computer hotline.
389,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,9, central perk . chandler
390,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,10, monica and rachel's apartment. rachel is sitting on the couch
391,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,11, mr. ratstatter's office. monica is there.
392,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,12, monica and rachel's apartment. monica and rachel are there.] (phone rings
393,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,13, mr. ratstatter's office. monica is there.
394,8,David Crane & Marta Kauffman,1995-11-16,32.9,2,11, The One with the List ,Mary Kay Place ,8.5,3633,13, mr. ratstatter's office. monica is there.
395,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,1, monica and rachel's apartment. monica
396,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,2, central perk . monica
397,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,3, phoebe's grandmother's place. phoebe's grandmother is sitting at the table
398,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,4, monica and rachel's apartment. rachel
399,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,5, back at phoebe's. she is on the phone
400,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,6, chandler is standing on a street corner waiting for phoebe in the cab. joey walks up.
401,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,7, monica and rachel's apartment. monica is preparing for the party with ross questioning her.
402,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,8, outside phoebe's dad's house. the cab pulls up.
403,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,9, monica and rachel's apartment. they are having their party. all the guests are stripped down because of the heat.
404,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,10, outside phoebe's dad's house. phoebe is running back to the cab.
405,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,11, monica and rachel's apartment. ross
406,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,12, monica and rachel's apartment. joey and chandler are giving out their christmas presents out of a cardboard box from a case of motor oil.
407,9,Jeffrey Astrof & Mike Sikowitz,1995-12-14,27.8,2,12, The One with Phoebe's Dad ,Kevin Bright (as Kevin S. Bright)    ,8.0,3494,12, monica and rachel's apartment. joey and chandler are giving out their christmas presents out of a cardboard box from a case of motor oil.
408,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,1, chandler
409,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,2, monica
410,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,3, estelle leonard talent agency . estelle (estl) is speaking on the phone.
411,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,4, central perk . monica and rachel at counter
412,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,5, chandler and joey's apartment. joey is making marinara sauce and filling every container in sight. chandler enters.
413,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,6, a restaurant. fun bobby and monica are ordering.
414,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,7, central perk . chandler is sitting on the couch between russ and ross
415,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,8, ross
416,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,9, central perk . russ enters. chandler and phoebe are sitting on the couch.
417,10,Ira Ungerleider,1996-01-04,32.2,2,1, The One with Russ ,Thomas Schlamme ,8.0,3643,9, central perk . russ enters. chandler and phoebe are sitting on the couch.
418,11,Doty Abrams,1996-01-18,31.6,2,1, The One with the Lesbian Wedding ,Thomas Schlamme ,8.1,3575,0,
419,11,Doty Abrams,1996-01-18,31.6,2,1, The One with the Lesbian Wedding ,Thomas Schlamme ,8.1,3575,0,
420,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,1, chandler and joey's apartment. chandler is playing foosball by himself
421,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,2, a kitchen somewhere. monica is interviewing for a job
422,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,3, monica and rachel's apartment. chandler and phoebe are sitting at the couch. ross is sitting at the table and answers the phone.
423,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,4, monica and rachel's apartment. monica answers the door and lets her parents in. they are carrying boxes.
424,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,5, central perk. chandler and phoebe are sitting on couches. a beautiful woman is looking at chandler.
425,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,6, central perk. rachel is talking to a man at the counter. ross and phoebe are sitting at the couches.
426,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,7, chandler and joey's apartment. chandler is there. joey enters.
427,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,8, monica and rachel's apartment. mr. and mrs. geller are watching tennis on tv
428,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,9, central perk. chandler and phoebe enter.
429,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,10, monica and rachel's apartment. monica and ross are standing in the kitchen. ross is filling out a check
430,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,11, monica and rachel's apartment. monica is watching the rest of the tape
431,14,Alexa Junge,1996-02-01,33.6,2,2, The One with the Prom Video ,James Burrows ,9.4,5797,11, monica and rachel's apartment. monica is watching the rest of the tape
432,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,1, chandler and joey's apartment. joey and chandler enter with chandler covering his eyes and joey leading him.
433,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,2, chandler and joey's apartment. chandler and joey are sitting in their recliners watching tv. monica
434,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,3, dr. burke's apartment. dr. burke answers the door for phoebe and monica.
435,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,4, chandler and joey's apartment. they're still in their chairs watching tv. chandler is ordering a pizza.
436,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,5, dr. burke's apartment. monica and dr. burke are in the kitchen.
437,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,6, monica and rachel's apartment. ross and rachel are returning from a movie.
438,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,7, chandler and joey's apartment. they are watching a miracle wax info-mercial.
439,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,8, dr. burke's office. monica is there for her eye appointment.
440,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,9, chandler and joey's apartment. they're still watching tv. phoebe stands in front of the tv.
441,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,10, museum of natural history. ross is fixing a display
442,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,11, monica and rachel's apartment. monica and dr. burke are sitting on the couch. he's showing her the pictures in his wallet.
443,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,12, museum of natural history. ross enters the display where rachel is waiting.
444,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,13, the museum planetarium. ross and rachel enter on stage.
445,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,14, museum of natural history. the next morning rachel and ross are sleeping in the display under a fur.
446,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,15, chandler and joey's apartment. they are still in their chairs
447,15,Michael Curtis & Gregory S. Malins,1996-02-08,32.9,2,2, The One Where Ross and Rachel... You Know ,Michael Lembeck ,8.9,3976,15, chandler and joey's apartment. they are still in their chairs
448,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,1, chandler and joey's apartment. chandler and joey are sitting at the bar
449,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,2, monica and rachel's apartment. monica and phoebe are sitting at the table
450,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,3, the gellers' house. monica
451,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,4, the gellers' kitchen. monica
452,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,5, joey's co-star's apartment. chandler and joey are at the brunch.
453,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,6, mr. geller's party. mr. geller and a friend are questioning richard while ross observes.
454,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,7, tattoo parlor. phoebe and rachel are deciding on tattoos.
455,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,8, mr. geller's birthday party. monica is in the bathroom and richard comes in.
456,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,9, chandler and joey's apartment. chandler and joey are returning from their brunch.
457,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,10, mr. geller's birthday party. mr. and mrs. geller enter looking particularly refreshed. monica follows looking rather pale.
458,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,11, mr. geller's birthday party. monica and richard are alone in the kitchen.
459,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,12, tattoo parlor. rachel is showing phoebe her tattoo.
460,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,13, chandler and joey's apartment. chandler is at the bar and joey enters.
461,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,14, monica and rachel's apartment. monica and richard are setting the table.
462,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,15, chandler's apartment. chandler and joey are playing foosball for the table.
463,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,16, chandler's apartment. the whole gang is helping joey pack.
464,16,Betsy Borns,1996-02-15,31.1,2,2, The One Where Joey Moves Out ,Michael Lembeck ,8.6,3482,16, chandler's apartment. the whole gang is helping joey pack.
465,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,1, joey's new apartment. everyone but chandler is there. joey has decorated the place with tons of tacky stuff.
466,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,2, central perk. monica
467,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,3, monica and rachel's apartment. monica is outside the bathroom yelling at ross who's in the bathroom.
468,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,4, chandler's apartment. chandler is sitting on the bar wearing huge dog-slippers
469,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,5, central perk. joey is sitting between monica and phoebe.
470,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,6, chandler's apartment. chandler is sitting between rachel and ross.
471,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,7, recording studio. phoebe is getting ready to record smelly cat .
472,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,8, monica and chandler's apartment. ross is on the phone.
473,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,9, chandler's apartment. chandler is sitting on the bar
474,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,10, monica and rachel's apartment. monica
475,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,11, chandler and eddie's apartment. joey stops by. chandler is reading the paper and eddie is fixing eggs.
476,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,12, monica and rachel's apartment. ross and monica are fighting over the remote.
477,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,13, central perk. ross
478,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,14, chandler and eddie's apartment.
479,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,15, central perk. phoebe is performing smelly cat .
480,17,Adam Chase,1996-02-22,30.2,2,2, The One Where Eddie Moves In ,Michael Lembeck ,8.3,3456,15, central perk. phoebe is performing smelly cat .
481,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,1, monica and rachel's apartment. everyone except ross is there watching days of our lives .
482,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,2, chandler and eddie's apartment. chandler is at the foosball table trying to get phoebe to play a game with him.
483,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,3, chandler and eddie's apartment. chandler and eddie are talking.
484,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,4, central perk. phoebe is singing. monica
485,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,5, chandler and eddie's apartment. chandler is there. there's a knock at the door. he answers it to see a young woman holding a fishtank.
486,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,6, central perk. joey enters with several magazines and runs up to phoebe.
487,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,7, at a writer's desk. the writer is working on a script for days of our lives.
488,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,8, joey's apartment. the next script is being delivered.
489,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,9, monica and rachel's apartment. monica
490,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,10, chandler and eddie's apartment.
491,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,11, monica and rachel's apartment. monica and richard are in monica's bedroom.
492,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,12, monica and rachel's apartment. all but joey are present.
493,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,13, joey's apartment. everyone is outside knocking.
494,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,14, chandler and eddie's apartment.chandler walks in to see eddie holding a tray of cookies.
495,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,15, monica and rachel's apartment.] [ross comes out of rachel's bedroom in her bathrobe and heads for the bathroom. on his way back
496,18,Story by : Alexa Junge Teleplay by : Michael Borkow,1996-03-21,30.1,2,3, The One Where Dr. Ramoray Dies ,Michael Lembeck ,8.5,3451,15, monica and rachel's apartment.] [ross comes out of rachel's bedroom in her bathrobe and heads for the bathroom. on his way back
497,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,1, chandler's bedroom. chandler is sleeping and eddie is there watching him.] [chandler wakes up
498,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,2, central perk. monica and rachel are there
499,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,3, estelle leonard talent agency.joey is there.
500,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,4, central perk. monica
501,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,5, joey's apartment. joey and ross enter.
502,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,6, chandler's apartment. chandler peeks in the door. he doesn't see eddie so he enters
503,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,7, central perk. joey goes up to the bar to order.
504,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,8, monica and rachel's apartment. chandler is sleeping on the couch. monica walks by and starts watching him.] [chandler wakes up
505,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,9, chandler's apartment. chandler is returning from monica and rachel's with his bedding. eddie is standing at the bar with his dehydrator and loads of fruit.
506,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,10, joey is at the cab driver interview.
507,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,11, monica and rachel's apartment. monica
508,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,12, joey's apartment. joey is watching movers take all his stuff away.
509,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,13, central perk. monica and phoebe are sitting ignoring each other. rachel walks up with two pieces of cake.
510,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,14, hallway outside chandler and joey's apartment. eddie walks up.] [eddie tries his key and it won't work. he knocks and chandler answers the door. he's got the door chained.
511,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,15, chandler and joey's apartment. they are hauling out the porcelain dog from joey's room. chandler is holding the dog by the rear in a rather interesting position.
512,19,Michael Curtis & Gregory S. Malins,1996-03-28,31.2,2,3, The One Where Eddie Won't Go ,Michael Lembeck ,8.6,3543,15, chandler and joey's apartment. they are hauling out the porcelain dog from joey's room. chandler is holding the dog by the rear in a rather interesting position.
513,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,1, monica and rachel's apartment. phoebe enters to see monica
514,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,2,monica and rachel's apartment. richard is on the balcony smoking and monica is on the phone.
515,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,3, ross's apartment. ross is holding ben.
516,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,4, central perk. monica and rachel are there. phoebe enters carrying video tapes.
517,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,5, monica and rachel's apartment. carol and susan are dropping off ben.
518,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,6, central perk. rachel is working. ross enters with ben.
519,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,7, monica and rachel's apartment. monica and richard are there. phoebe enters.
520,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,8, monica and rachel's apartment. monica is in the kitchen
521,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,9, chandler and joey's apartment. chandler and joey are playing richard at foosball.
522,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,10, ross's apartment. rachel is changing ben's diaper under ross's supervision.
523,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,11, monica and rachel's apartment. phoebe is watching bert and ernie with ben.
524,20,Story by : Michael Curtis & Gregory S. Malins Teleplay by : Adam Chase,1996-04-04,27.4,2,4, The One Where Old Yeller Dies ,Michael Lembeck ,8.2,3339,11, monica and rachel's apartment. phoebe is watching bert and ernie with ben.
525,21,Brian Buckner & Sebastian Jones,1996-04-25,24.7,2,4, The One with the Bullies ,Michael Lembeck ,8.2,3383,1, monica and rachel's apartment. everyone is there. monica is watching stock prices on a business channel.
526,21,Brian Buckner & Sebastian Jones,1996-04-25,24.7,2,4, The One with the Bullies ,Michael Lembeck ,8.2,3383,2, central perk. chandler and ross enter in sweats carrying rackets.
527,21,Brian Buckner & Sebastian Jones,1996-04-25,24.7,2,4, The One with the Bullies ,Michael Lembeck ,8.2,3383,3, monica and rachel's apartment. joey and rachel are sitting there and monica walks in.
528,21,Brian Buckner & Sebastian Jones,1996-04-25,24.7,2,4, The One with the Bullies ,Michael Lembeck ,8.2,3383,4, phoebe's dad's house. phoebe pulls up in the cab with rachel and joey in the back.] [phoebe slams on the breaks. joey and rachel are thrown forward into the pillows in their laps.
529,21,Brian Buckner & Sebastian Jones,1996-04-25,24.7,2,4, The One with the Bullies ,Michael Lembeck ,8.2,3383,5, central perk. chandler and ross are sitting at the couch.
530,21,Brian Buckner & Sebastian Jones,1996-04-25,24.7,2,4, The One with the Bullies ,Michael Lembeck ,8.2,3383,6, back in the cab in front of phoebe's dad's house.
531,21,Brian Buckner & Sebastian Jones,1996-04-25,24.7,2,4, The One with the Bullies ,Michael Lembeck ,8.2,3383,7, monica and rachel's apartment. joey is eating breakfast
