season,episode,title,rating,gunther,janice,richard,heckles,frank,estelle,ursula,summary,central,monica_loc,joey_loc,ross_loc,monica,joey,chandler,ross,rachel,phoebe
2,7, The One Where Ross Finds Out ,9.0,1,0,0,0,0,0,0,"Rachel goes on a date but after drinking too much wine, obsesses about Ross. Her date suggests she needs closure, so Rachel leaves a message on Ross' answering machine claiming she is ""over"" him. After hearing it the next morning, a stunned Ross wrestles with choosing her or Julie. Chandler gains a few pounds, so a depressed, out-of-work Monica volunteers to be his personal trainer, going overboard in the process. Phoebe takes Joey's advice when her new boyfriend is reluctant to sleep with her, only to have it backfire. Ross, upset and citing numerous reasons, tells Rachel it is too late for them to be together and he is staying with Julie. At the end of the episode, Ross goes to see Rachel at the coffee shop as she is closing up, and they passionately kiss.",0.2307692307692308,0.15384615384615385,0.38461538461538464,0.0,0.09569377990430622,0.0861244019138756,0.11961722488038275,0.18181818181818185,0.29186602870813394,0.11004784688995216
2,22, The One with the Two Parties ,9.0,1,0,0,0,0,0,0,"Monica only invites Rachel's mother, who is going through a contentious divorce from Rachel's father, to Rachel's birthday party. When Dr. Green unexpectedly arrives, an impromptu second party is set up at Chandler and Joey's apartment to keep the hostile couple apart. Things quickly go awry, but despite a few close calls, both Greens are kept apart.",0.125,0.5,0.0,0.0,0.17180616740088106,0.07048458149779736,0.1277533039647577,0.1365638766519824,0.13215859030837004,0.09691629955947137
3,9, The One with the Football ,9.0,0,0,0,0,0,0,0,"Emotions become the feast of the day when the gang plays touch football on Thanksgiving, unleashing Ross and Monica's competitive streaks. Joey and Chandler argue over who gets to date a Dutch model watching the game. Rachel, feeling continually sidelined, makes a play that seems to win the game, but when it falls short, Ross and Monica simultaneously dive for the ball, refusing to yield it.",0.0,0.5,0.0,0.0,0.2283737024221453,0.1453287197231834,0.1453287197231834,0.2179930795847751,0.11418685121107268,0.08304498269896192
6,22, The One Where Paul's the Man ,9.0,1,0,0,0,0,0,0,"Paul disapproves of Ross' relationship with Elizabeth and threatens to have him fired unless they break up. Meanwhile, Paul and Rachel begin dating. Ignoring Paul's threats, Ross and Elizabeth sneak away to her family's cabin, unaware Paul and Rachel have the same plan. As a lark, the girls put their names down on a popular wedding venue's long waiting list. When the venue happens to get back to Chandler about a cancellation, he panics and promptly bolts. Monica finds him and assures him it was not a serious reservation, little realizing that Chandler is actually planning to propose.",0.1875,0.0,0.0,0.0,0.11673151750972766,0.10116731517509728,0.07392996108949416,0.12062256809338523,0.15953307392996108,0.12062256809338523
10,11, The One Where the Stripper Cries ,9.0,0,0,0,0,0,0,0,"Monica and Rachel throw Phoebe a bachelorette party but Phoebe is disappointed there is no stripper.  Rachel and Monica hire a male stripper  at a party.  At the same party, Monica and Rachel were visiting and Chandler made-out with Rachel to get back at Ross. Ross is upset because this is also the night of the first kiss between him and Rachel but later finds out he actually kissed Monica.  Joey is a guest star on the television game show Pyramid and does horribly. Joey nearly redeems himself in the final round but messes up on the final question, which costs him the game.Note: Originally aired as a 42-minute episode. Guest stars Ellen Pompeo and Donny Osmond",0.0625,0.25,0.0625,0.0,0.11246200607902736,0.11246200607902736,0.1641337386018237,0.1975683890577508,0.08206686930091185,0.0851063829787234
3,2, The One Where No One's Ready ,9.0,0,0,1,0,0,0,0,"Ross is in a hurry to get everyone ready in time for an important banquet at the museum but they keep delaying. Phoebe arrives on time but gets in the way of Joey and Chandler throwing hummus, which lands on her dress. Monica freaks out after hearing a voice mail from Richard, unsure if it is an old message or a new one. Joey and Chandler fight over who can sit in Monica's chair. Joey takes the chair cushions, then puts on all of Chandler's clothes. Rachel refuses to go after Ross yells at her for not being dressed.",0.0,0.75,0.0,0.0,0.11578947368421053,0.1368421052631579,0.15087719298245614,0.27017543859649124,0.15789473684210525,0.10175438596491228
4,23, The One with Ross's Wedding ,8.978788275320596,0,0,0,0,0,0,0,"Everyone except Rachel and Phoebe fly to London for Ross and Emily's wedding. Joey embarrasses Chandler while sightseeing in London. Ross and Emily are shocked that their wedding venue is undergoing an early demolition. Monica suggests postponing the wedding, infuriating Ross. Back in New York, Rachel, realizing she loves Ross, heads to London to stop the wedding. Later, Ross and Monica surprise Emily by transforming the partially-demolished church into a suitable venue. Joey becomes homesick but a bridesmaid cheers him up. Phoebe repeatedly calls London to stop Rachel. After seeing Ross and Emily together, Rachel is unable to tell Ross the truth. Monica and Chandler sleep together, hiding it from the other friends. At the altar, Ross says Rachel's name instead of Emily's.",0.0,0.16666666666666666,0.1,0.0,0.10245901639344264,0.14344262295081964,0.10860655737704918,0.13114754098360654,0.12295081967213115,0.15778688524590165
5,23, The One in Vegas: Part 1 ,8.959594251901944,0,0,0,0,0,0,0,"Monica has lunch with Richard but does not tell Chandler. The gang goes to Las Vegas to visit Joey. Monica, Chandler, and Phoebe find him working at Caesar's Palace while his movie is shut down. Ross sees Rachel naked through his apartment window, mistaking it as an invitation to ""the physical act of love"". On the plane to Vegas, Ross and Rachel needle each other; he draws a mustache on her with a marker pen while she is asleep. In Vegas, Ross and Rachel get drunk. Joey discovers his ""identical hand twin"" that he believes is a money-making opportunity to fund his movie. Phoebe feuds with a slots ""lurker"" and gets ejected from the casino, though she returns as ""Regina Phalange"". Chandler and Monica decide to get married. At the wedding chapel, Ross and Rachel drunkenly stumble out of the chapel ahead of them.",0.0,0.13793103448275862,0.03448275862068965,0.10344827586206896,0.1586998087954111,0.13193116634799235,0.19120458891013384,0.13001912045889102,0.13001912045889102,0.16634799235181644
1,24, The One Where Rachel Finds Out ,8.9,0,0,0,0,0,0,0,"The museum sends Ross to China to procure a dinosaur bone, just before Rachel's birthday celebration. Chandler advises Ross to get over Rachel and find someone else. Before leaving, Ross asks Chandler to give Rachel his present at the party. Joey's new girlfriend, Melanie  wants to sleep with him, but Joey's participation in a fertility study requires temporary celibacy. During Rachel's birthday party, Chandler accidentally lets slip that Ross is in love with her, and a big decision presents itself.",0.09090909090909093,0.4545454545454545,0.2727272727272727,0.0,0.14728682170542634,0.15891472868217055,0.13565891472868216,0.1434108527131783,0.2054263565891473,0.09302325581395347
5,1, The One After Ross Says Rachel ,8.9,0,0,0,0,0,0,0,"After Ross mistakenly says Rachel's name instead of Emily's at the altar, she runs off and goes into hiding. Monica and Chandler, desperate to hook up again, are unable to find a suitable place. Rachel debates whether she should confront Ross about her feelings. Ross goes to the airport hoping Emily will show up so they can go on their honeymoon. He runs into Rachel who is on standby for a flight home. When it appears Emily is not coming, Ross persuades Rachel to go with him instead. Emily shows up at the airport, but seeing Rachel getting on the plane, she runs off again with Ross chasing after her. Rachel, waiting for Ross to board the plane, ends up going to Greece alone.",0.0,0.09090909090909093,0.0,0.0,0.16475095785440613,0.0842911877394636,0.18773946360153254,0.210727969348659,0.1724137931034483,0.045977011494252866
10,16, The One with Rachel's Going Away Party ,8.9,0,0,0,0,0,0,0,"As Erica arrives in New York to prepare for the baby's birth, the gang hold Rachel's going away party, during which she gives each of her friends an individual goodbye, moving them all to tears, except for Ross, leaving him hurt and wondering why she doesn't say goodbye to him. Rachel later reveals to Ross that with their history, it would be too difficult for her to say goodbye to him, and the emotional argument that follows leads to them sleeping together. Monica and Chandler start packing up their apartment and Chandler finds a pair of handcuffs and tries to find out who they belong to. Erica goes into labor, leading Chandler and Monica to rush her to the hospital.",0.0,0.5,0.07142857142857142,0.07142857142857142,0.20610687022900764,0.11450381679389313,0.16030534351145034,0.17557251908396945,0.16793893129770993,0.11450381679389313
2,15, The One Where Ross and Rachel... You Know ,8.9,0,0,1,0,0,0,0,"Joey buys a big screen TV and two leather recliners with his soap opera salary, turning him and Chandler into ""coach potatoes"" who spend days watching TV and never getting out of the chairs. Monica has a catering job for handsome Dr. Richard Burke, an ophthalmologist, who is an old family friend. He and Monica are mutually smitten and later go on a date. Ross and Rachel attempt to have their first real date, though Rachel has difficulty adapting to their new romantic relationship, breaking into giggles at inappropriate times. Just before their next date, Ross has a museum emergency, so Rachel goes along. They spend the night in a museum exhibit, waking up nude and under an animal skin, to visitors gawking at them.The episode introduces Tom Selleck in a recurring guest role that led to an Emmy Award nomination for Outstanding Guest Actor in a Comedy Series in 2000.",0.0,0.125,0.4375,0.0,0.1869918699186992,0.0934959349593496,0.07723577235772358,0.22357723577235766,0.21138211382113825,0.07723577235772358
7,6, The One with the Nap Partners ,8.9,1,0,0,0,0,0,0,"Joey and Ross accidentally take a nap together and, much to their dismay, find that they like it. Phoebe and Rachel compete to be Monica's maid of honor. Meanwhile, Chandler's breakup with a past girlfriend because she was overweight places Monica in doubt about him being committed to their relationship.",0.2857142857142857,0.0,0.21428571428571427,0.14285714285714285,0.1553784860557769,0.17131474103585656,0.14741035856573706,0.13545816733067728,0.20318725099601595,0.17131474103585656
10,8, The One with the Late Thanksgiving ,8.9,0,0,0,0,0,0,0,"Monica and Chandler decide not to host Thanksgiving but Phoebe convinces them to by appealing to Monica's competitive nature. Chandler helps out for the first time by making Cranberry sauce and surprisingly, Monica lets him. Rachel and Phoebe enter Emma in a beauty pageant and win while Ross and Joey go to a Rangers game and as a result all four are nearly an hour late. Angry that nobody turned up on time when they didn't want to host the meal to begin with, Monica and Chandler lock the door and refuse to let anyone in. Everyone manages to get their heads in the door but no further due to the chain being bolted, and eventually Joey gets stuck and is sent flying into the food when the door breaks. However the argument is forgotten when Monica and Chandler get a call telling them a girl from Ohio has picked them to adopt her baby and everyone sits down for a belated Thanksgiving.",0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.16363636363636366,0.19696969696969696,0.1484848484848485,0.16666666666666666,0.16666666666666666,0.14545454545454545
10,12, The One with Phoebe's Wedding ,8.9,1,0,0,0,0,0,0,"Phoebe's wedding to Mike is nearly upon the gang, and wedding planner Monica is going overboard, much to everyone's irritation. Eventually it gets too much for Phoebe who fires her intending to do the job herself. Meanwhile Phoebe has also asked Joey to give her away, causing him to give Mike more than a few warnings about Phoebe's welfare. Ross and Chandler also find they're not part of the wedding party but compete when one of Mike's groomsmen drops out and he offers to let one of them fill the position. A freak blizzard hits New York and it becomes obvious the wedding will have to be postponed, but Phoebe and Mike decide to get married outside with a still-ordained Joey acting as minister and Phoebe rehires Monica knowing she can pull it all off in time. Mike tells Ross and Chandler that he's decided to allow his family dog to fill in the vacant groomsman position but still needs one of them to walk the dog down the aisle and Chandler's fear of dogs allows Ross to fill the role only while Chandler fills in for Joey giving Phoebe away. In the end, everything works out and Phoebe has the wedding of her dreams in the snow-filled street outside Central Perk.Note: Originally aired as a 42-minute episode.",0.25,0.16666666666666666,0.25,0.0,0.1523809523809524,0.1365079365079365,0.13015873015873014,0.1365079365079365,0.08888888888888889,0.2253968253968254
8,23, The One Where Rachel Has a Baby: Part 1 ,8.851976573938508,0,0,0,0,0,0,0,"Ross and Rachel arrive at the hospital. Judy Geller gives Ross her mother's engagement ring to propose to Rachel with. Monica and Chandler decide to have a baby. After twenty one hours of labor, Rachel has her and Ross' baby, Emma as ""River Of Tears"" by Eric Clapton plays in the background. Joey finds Ross' engagement ring. Rachel thinks he's proposing and says ""Okay"". Monica and Chandler try for a baby in the hospital.",0.0,0.0,0.0,0.0,0.07984790874524715,0.1064638783269962,0.06844106463878327,0.1825095057034221,0.20532319391634984,0.10836501901140684
9,8, The One with Rachel's Other Sister ,8.8,0,0,0,0,0,0,0,"Rachel's sister Amy  unexpectedly shows up for Thanksgiving Dinner. Her arrival prompts a big fight over Emma's custody if, hypothetically, Rachel and Ross passed away, though they have already chosen Monica and Chandler. Amy asks if she would get the baby if Monica also died; in that event, Ross and Rachel have also decided that Emma would go to Ross' parents, upsetting Chandler, who believes that Ross and Rachel do not trust him. Meanwhile, Monica obsesses over her expensive china plates, and Phoebe coaches Joey on how to lie after Joey forgets to go to the Thanksgiving parade for Days of Our Lives.",0.0,0.5714285714285714,0.0,0.2857142857142857,0.12186379928315412,0.11469534050179213,0.13261648745519716,0.0931899641577061,0.2043010752688172,0.0931899641577061
8,8, The One with the Stripper ,8.8,1,0,0,0,0,0,0,"Rachel has dinner with her dad to tell him she is pregnant, but intimidated by him, she lies and says Ross is un-supportive. Dr. Green then threatens Ross which nearly ruins his budding romance with Mona. Meanwhile Monica hires a stripper for Chandler who never got to have a bachelor party, unaware the woman is actually a hooker.",0.13333333333333333,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.07751937984496124,0.13178294573643412,0.16279069767441862,0.13953488372093026,0.16279069767441862,0.08527131782945736
10,3, The One with Ross's Tan ,8.8,0,0,0,0,0,0,0,"After Ross sees Monica's tan, he decides to get a spray-on tan. After hearing seemingly straight-forward instructions, he gets confused and accidentally gets a double dose on the front of his body and nothing on his back.  Through a series of mishaps he gets more spray tan on his front until he is incredibly dark. Rachel and Joey attempt to take their relationship to the next level but Rachel keeps accidentally slapping Joey, while Joey can’t get Rachel out of her clothes. Joey and Rachel ultimately decide to stay friends. Monica and Phoebe try to ""cut out"" an obnoxious old friend from the building when she visits from England, This brings up memories of the time when Phoebe tried to “cut out” Monica many years before.",0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.16923076923076924,0.1807692307692308,0.14615384615384616,0.12692307692307692,0.16538461538461538,0.1076923076923077
3,25, The One at the Beach ,8.8,1,0,0,0,0,0,0,"Chandler tries proving to Monica that he is 'boyfriend material'. The gang goes to Montauk for the weekend, but their borrowed beach house is filled with sand after a storm. The gang plays strip Happy Days game, with Joey losing more than his shirt. Rachel and Ross flirt until Bonnie unexpectedly shows up. Phoebe meets the woman, also named Phoebe, who knew her parents. She suspects the elder Phoebe knows more than she is telling, so she breaks inter her house looking for information about her father. Elder Phoebe catches her, then confesses that she is Phoebe's birth mother. Ross discovers that Rachel still loves him and may want to reconcile. He must choose between her and sex-crazy and newly-bald Bonnie,",0.15384615384615385,0.0,0.0,0.0,0.09722222222222222,0.10069444444444443,0.1076388888888889,0.1527777777777778,0.17708333333333334,0.16666666666666666
5,5, The One with the Kips ,8.8,1,0,0,0,0,0,0,"Ross tells Rachel that Emily does not want him to see her anymore. Rachel then worries she will be phased out of the group entirely, much like Chandler's old roommate, Kip, and seeks advice from Phoebe. Monica and Chandler sneak away for a weekend together and end up fighting. Joey eventually figures out the truth about their relationship, though they swear him to secrecy.",0.2,0.5333333333333333,0.2,0.0,0.2274509803921569,0.1607843137254902,0.23137254901960785,0.13725490196078433,0.1607843137254902,0.07058823529411765
5,3, The One Hundredth ,8.8,0,0,0,0,1,0,0,"Feeling guilty over Phoebe missing out on London, the gang plan a weekend trip to Atlantic City, but just as they are about to leave, Phoebe's water breaks and they head to the hospital. In an attempt to get over Ross, Rachel asks out two male nurses for her and Monica. This causes friction between Monica and Chandler, with Chandler reacting as if he does not care. In the delivery room, Phoebe frets about her Fonzie-obsessed doctor. Joey, in pain, is diagnosed with kidney stones and admitted to the hospital. After giving birth to Frank and Alice's triplets: Frank Jr. Jr, Leslie, and Chandler, Phoebe has difficulty giving them up.",0.0,0.0,0.10526315789473684,0.0,0.10317460317460317,0.09523809523809523,0.11904761904761905,0.06349206349206349,0.13095238095238096,0.20634920634920634
1,18, The One with All the Poker ,8.8,1,0,0,0,0,0,0,"Tired of customers referring to her as ""Excuse me,"" Rachel applies for jobs in the fashion industry. She is excited to land an interview at Saks Fifth Avenue as an assistant buyer but does not get the job. Ross's normally docile demeanor disappears when the girls face the boys during a not-so-friendly poker game. Monica later seek help from her aunt who is an expert player.",0.1111111111111111,0.5555555555555556,0.0,0.3333333333333333,0.14130434782608695,0.09420289855072464,0.11594202898550725,0.22826086956521735,0.2572463768115942,0.12681159420289856
10,2, The One Where Ross Is Fine ,8.8,1,0,0,0,1,0,0,Monica and Chandler are having a lot of trouble figuring out the adoption process so Phoebe sends them to a couple who have adopted.  Monica and Chandler meet them and Monica instantly gets along with the woman  and the triplets. The kids are driving Frank Jr. crazy and he offers Phoebe one of them. He comes to the realization that he could not possibly give up any of the children so Phoebe offers to babysit so Frank Jr. and Alice will have more time to relax. The episode ends with Chandler accidentally revealing to the triplets that Phoebe gave birth to them.,0.3076923076923077,0.0,0.15384615384615385,0.38461538461538464,0.09163346613545817,0.1593625498007968,0.099601593625498,0.1752988047808765,0.11553784860557767,0.1195219123505976
2,12, The One After the Superbowl: Part 1 ,8.701796407185629,0,0,0,0,0,0,0,"Ross goes to visit Marcel while in California but the zoo says the monkey died. Ross soon learns Marcel is alive and working in commercials. Joey receives his first fan letter from a beautiful but crazed woman, working on the film. She seems attracted to him, but actually wants revenge for Chandler once humiliating her in school. Joey is hired as an extra in the movie but overacts. Ross and Marcel spend time together.",0.1724137931034483,0.03448275862068965,0.10344827586206896,0.03448275862068965,0.10042735042735043,0.13675213675213674,0.14743589743589744,0.1047008547008547,0.11752136752136752,0.10256410256410256
4,19, The One with All the Haste ,8.7,1,0,0,0,0,0,0,"Monica and Rachel make desperate attempts to win their apartment back from Joey and Chandler, including bribing them with Knicks tickets and challenging them to another game. The girls lose the tickets and the game, but are ultimately triumphant in getting their place back with Phoebe's help. Ross is disheartened with Emily returning to London again, so they spontaneously decide to get married.",0.125,0.25,0.0,0.0,0.10989010989010987,0.1868131868131868,0.19413919413919412,0.16117216117216118,0.10622710622710622,0.09523809523809523
9,7, The One with Ross's Inappropriate Song ,8.7,0,0,0,0,0,0,0,"Rachel is jealous that Ross can make Emma laugh by singing ""Baby Got Back"". Phoebe meets Mike's affluent parents and tries impressing them with a snobbish accent. Chandler and Joey find a videotape in Richard's apartment with Monica's name on it.",0.07692307692307693,0.2307692307692308,0.0,0.3076923076923077,0.1095890410958904,0.1095890410958904,0.1415525114155251,0.0821917808219178,0.1004566210045662,0.1963470319634703
6,1, The One After Vegas ,8.7,1,0,0,0,0,0,0,"In Vegas, Ross and Rachel initially have no memory of getting married the previous night, then must deal with the aftermath of their drunken escapade. Phoebe and Joey drive back to New York in Phoebe's cab. She becomes angry when Joey sleeps most of the way rather than playing his promised fun road trip games; she unnerves Joey by picking up a hitchhiker while he was napping. Back at home, Monica and Chandler ponder the idea of marriage and decide to take their relationship forward a step by living together.Opening Credit Gag: Courteney Cox married David Arquette between seasons 5 and 6 and she changed her last name to Cox-Arquette. As a gag, the name Arquette was added to every cast member's last name in the opening credits.",0.26666666666666666,0.13333333333333333,0.0,0.0,0.18253968253968253,0.1349206349206349,0.21428571428571427,0.1388888888888889,0.12698412698412698,0.15873015873015872
7,12, The One Where They're Up All Night ,8.7,0,0,0,0,0,0,0,"Everyone is awake for the entire night after the friends try to see a comet from the rooftop. After, Monica and Chandler are later unable to sleep. Rachel and Tag go to the office to search for a business file that Rachel claims Tag misplaced. Joey and Ross try escape the roof after getting stuck there. Phoebe's smoke detector goes off and will not stop beeping, leading to a run-in with a firefighter.",0.0,0.2857142857142857,0.047619047619047616,0.0,0.12690355329949238,0.17766497461928935,0.12690355329949238,0.17766497461928935,0.14720812182741114,0.07614213197969544
4,7, The One Where Chandler Crosses the Line ,8.7,1,0,0,0,0,0,0,"Rachel finds a new joy in eating alone at restaurants. Ross starts playing keyboards again leaving the gang aghast by his unusual compositions which Phoebe thinks are brilliant. Chandler's feelings towards Kathy reach a breaking point after they kiss. He vainly tries to fix things after telling Joey the truth. Joey is outraged, even though he is dating another woman at the same time.",0.4545454545454545,0.18181818181818185,0.3636363636363637,0.0,0.06751054852320675,0.20253164556962025,0.3628691983122363,0.1139240506329114,0.04219409282700422,0.09282700421940927
7,16, The One with the Truth About London ,8.7,1,0,0,0,0,0,0,"Rachel teaches Ben practical jokes, which angers Ross. However, Ross gets back at Rachel when he and Ben pull their own prank on her. Chandler learns that Monica was actually planning on sleeping with Joey the night they first got together, making Chandler paranoid that she would leave him for Joey. Joey becomes ordained over the Internet in preparation to officiate Monica and Chandler's wedding.",0.3125,0.1875,0.25,0.0,0.17548746518105848,0.1615598885793872,0.1866295264623956,0.1086350974930362,0.18384401114206128,0.07520891364902507
7,19, The One with Ross and Monica's Cousin ,8.7,0,0,0,0,0,1,0,"Ross and Monica's gorgeous cousin, Cassie, Upon finding out he lied about his 'downstairs' area, Monica tries to fix it so he can still get the part, using a variety of methods including Silly Putty and cold cuts.Note: The sub-plot where Joey auditions for the role of an uncircumcised man was originally written for The One with Barry and Mindy's Wedding but the story was changed on the advice of network censors, who thought it was tasteless.[4][page needed]",0.1111111111111111,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.2265625,0.1796875,0.0390625,0.08203125,0.15234375,0.171875
8,1, The One After I Do ,8.7,0,0,0,0,0,0,0,"Everybody thinks Monica is pregnant, but her denial quickly shifts the focus to Phoebe, who claims she is pregnant to cover for Rachel, the one who is expecting. When Monica realizes it is Rachel, she and Phoebe have her to take an additional test to confirm it. Phoebe initially says the new test is ""negative"" causing Rachel to be sad and disappointed by the different result. Phoebe then says it is positive and that Rachel now knows how she truly feels about having a baby. Chandler surprises Monica by having taken dance lessons for their wedding reception, but his slippery shoes leave him with two left feet. Joey tries to impress Mrs. Bing's date, a Broadway director. Ross meets a beautiful woman named Mona at the reception. He switches his seating number to her table, but mixing up the number, he ends up at the children's, then has to dance with the little girls, which impresses Mona.Note: This episode is dedicated to ""The people of New York City"" in remembrance of the September 11 attacks.",0.0,0.0,0.0,0.0,0.16428571428571428,0.08928571428571429,0.08571428571428573,0.1392857142857143,0.16428571428571428,0.15357142857142858
3,21, The One with the Chick and the Duck ,8.7,1,0,0,0,0,0,0,"Pete offers Monica the head chef job at a new restaurant he just bought, but she suspects he is using it to woo her. When he insists he is over her and has met someone else, Phoebe correctly surmises he is lying. While Pete and Monica inspect the restaurant, Monica realizes Pete's true motive, then surprisingly discovers she has genuine feelings for him. Joey and Chandler adopt a chick and a duck. Ross skips being on a panel for the Discovery Channel so he can help Rachel, who may have a broken rib, leaving her amazed and appreciative by what he gave up to help her.",0.1875,0.125,0.3125,0.0,0.16566265060240964,0.09036144578313253,0.12650602409638553,0.21084337349397592,0.21686746987951808,0.09036144578313253
8,3, The One Where Rachel Tells... ,8.7,0,0,0,0,0,0,0,"Chandler and Monica are about to leave for their honeymoon as Rachel prepares to tell Ross they are having a baby. Phoebe and Joey try to get into Monica and Chandler's apartment by telling Mr. Treeger there is a gas leak. However, Treeger, who could not find the spare key, instead calls firefighters who break down the door.Note: There was a subplot of Chandler and Monica's honeymoon that was filmed but ultimately never aired. It involved Chandler joking about bombs while about to board the plane, leading Airport security to take it as a real threat and interrogating him and Monica. They are eventually determined not to be a threat, but shortly after being release, Joey calls Monica and pretends there is a gas leak in their apartment to cover for the already broken door. When Joey asked about being charged for the damaged door, she sarcastically replied, ""No, I want you to stand there and wait for the entire place to blow up!"", causing the authorities to re-interrogate the couple. Following 9/11, the writers felt the humor of this subplot was off color and quickly replaced it with another story about Chandler and Monica becoming jealous over another newlywed couple who got free perks by arriving just before they did. The cut scenes from this episode were later shown as a special feature on the 2004 UK version of the DVDs.",0.0,0.25,0.25,0.08333333333333333,0.11272727272727273,0.13818181818181818,0.08,0.2436363636363636,0.20363636363636364,0.12
5,19, The One Where Ross Can't Flirt ,8.7,0,0,0,0,0,0,0,"Rachel secretly helps out Ross after he botches flirting with the pizza delivery girl. Joey invites his grandmother over to watch his role on Law & Order – but when his part has been cut, he quickly improvises his own 2-minute role and sneaks in the video for everyone to watch. Monica asks Phoebe for a pair of earrings she loaned her, but Phoebe lent them to Rachel, who lost one.",0.0,0.75,0.125,0.0,0.1291390728476821,0.09271523178807947,0.18543046357615892,0.17218543046357615,0.15894039735099338,0.1490066225165563
1,23, The One with the Birth ,8.7,0,0,0,0,0,0,0,"Carol is in the hospital about to give birth, prompting Monica to think about having a baby. While Carol is in labor, Ross and Susan bicker over who gets to assist her more and about what to name the baby. Phoebe drags them into a small room to settle their differences but they get locked in. Rachel flirts with an OB/GYN who suffers burnout from seeing female anatomy every day. Joey assists a single expectant mother  in labor. Ross and Susan settle their differences and propose naming the new baby boy, Ben, derived from a janitor's uniform. Carol likes the name.",0.0,0.0,0.0,0.0,0.07462686567164177,0.09328358208955224,0.07835820895522387,0.2126865671641791,0.08208955223880597,0.0708955223880597
1,13, The One with the Boobies ,8.7,0,0,0,0,0,0,0,"Chandler accidentally sees Rachel topless after her shower, and a chain reaction of nudity ensues when she tries to even the score by seeing him naked. She instead catches Joey naked, who then sees Monica unclothed, who accidentally surprises Joey's father in the shower. Joey has to decide whether or not to hide his father's affair from his mother, though she already knows and wants everything to stay as it is. Everyone dislikes Phoebe's new boyfriend, an irritating psychiatrist named Roger, who makes uncomfortably accurate assessments about the gang.",0.2307692307692308,0.38461538461538464,0.3076923076923077,0.0,0.07407407407407407,0.17695473251028807,0.1440329218106996,0.04938271604938271,0.1111111111111111,0.1111111111111111
6,14, The One Where Chandler Can't Cry ,8.6,1,0,0,0,0,0,1,"Chandler claims there is little that makes him cry, resulting in the friends trying everything to break him down. Larry Joe Campbell appears as Phoebe's fan asking for her autograph and then tells Joey she is a porn star. Phoebe discovers that Ursula is making pornographic movies under Phoebe's name. Phoebe gets her back by havingUrsula's paychecks sent to her own address. Ross and Jill begin dating, although it soon becomes clear that Jill's motive is only to irk Rachel.",0.35714285714285715,0.42857142857142855,0.0,0.14285714285714285,0.12941176470588234,0.1176470588235294,0.12941176470588234,0.1450980392156863,0.20392156862745095,0.09019607843137256
9,1, The One Where No One Proposes ,8.6,0,0,0,0,0,0,0,"After Rachel mistakenly thinks Joey proposed, he tries to explain that it was a misunderstanding, but has difficulty finding opportune moment. Meanwhile, Monica and Chandler continue trying for a baby, while Ross, unaware that Joey has proposed to Rachel, plans to ask her if she wants to resume their relationship.",0.0,0.0,0.0,0.0,0.09090909090909093,0.1888111888111888,0.0944055944055944,0.2097902097902098,0.21328671328671328,0.1083916083916084
9,2, The One Where Emma Cries ,8.6,1,0,0,0,0,0,0,"Rachel is unable to get Emma to stop crying after waking her. Chandler falls asleep at a staff meeting and upon waking, accidentally agrees to relocate to Tulsa. Meanwhile, Joey and Ross end up in the hospital after Ross, still angry at Joey for proposing to Rachel, attempted to slug Joey, missing him and hitting the coffeehouse pole instead.",0.15384615384615385,0.0,0.0,0.4615384615384616,0.1556420233463035,0.19066147859922175,0.10894941634241244,0.23735408560311286,0.17509727626459146,0.08560311284046693
5,16, The One with the Cop ,8.6,1,0,0,0,0,0,0,"Phoebe finds a police badge at the coffeehouse and has fun pretending to be a cop – until she pulls it on the owner, a cop named Gary. He later asks her out for dinner. Ross buys a new couch, but refuses to pay the huge delivery charge. Ross soon wishes he had paid the fee as he and Rachel struggle to get the couch up to his apartment. Joey is upset after having a romantic dream about Monica. However, Monica assures him it is only because he wants a serious relationship similar to Monica and Chandler's.",0.21428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.10150375939849623,0.18421052631578946,0.10902255639097744,0.15413533834586465,0.15789473684210525,0.14285714285714285
7,14, The One Where They All Turn Thirty ,8.6,0,0,0,0,0,0,1,"Rachel frets over turning 30, prompting everyone else to remember what they did when they reached the same milestone. After realizing that Tag is too young and immature, she breaks up with him.Note: In episode 3.10 “The One Where Rachel Quits”, set in December 1996, Chandler says Rachel is 28 and so she should turn 33 in this episode, set in early 2001. Moreover, it is previously said  that Rachel was born on May 5th and not in the wintertime.",0.05882352941176471,0.0,0.2352941176470588,0.0,0.124,0.11199999999999999,0.156,0.10800000000000001,0.18,0.152
2,16, The One Where Joey Moves Out ,8.6,0,0,1,0,0,0,0,"Now that he has a steady income, Joey thinks he should have his own apartment and moves out. Monica struggles to tell her parents that she is seeing Richard. Rachel and Phoebe want to get tattoos. Phoebe chickens out at the last minute, resulting in nothing more than a tiny blue dot, while Rachel gets hers despite Ross' claim he dislikes them.",0.0,0.1176470588235294,0.4117647058823529,0.0,0.125,0.16911764705882354,0.15441176470588236,0.08088235294117647,0.10294117647058824,0.10661764705882353
